Unnamed: 0,Performances,SMILES,Length,ElementTypes
1821,2.094686,Cl[Cd].Cl[Cd]Cl.O=CC1=C([O])[C](NC=C1C[O])C.OCC1=C([O])[C](NC=C1CO)C,68,5.0
1822,3.26309,Cl[Cd].Cl[Cd]Cl.N1=NN=C([N]1)c1ccc(cc1)n1ncnc1,46,4.0
1823,3.02397,Cl[Cd].Cl[Cd]Cl.Cn1c(nc2c1cccc2)C1=C[N]N=N1.Cn1c(nc2c1cccc2)[C]1C=NN=N1.[Cd],76,4.0
1824,1.868748,Cl[Cd].Cl[Cd]Cl.[O-]C(=O)c1cc(CN2[CH]C=C(C=C2)C=Cc2ccncc2)cc(c1)C(=O)[O-],73,5.0
1825,2.821134,Cl[Cd].Cl[Cd]Cl.[Cd].[O-]C(=O)c1ncccn1,38,5.0
1826,2.901615,Cl[Cd].Cl[Cd]Cl.[Cd].[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-],60,4.0
1827,4.361146,Cl[Cd].Cl[Cd]Cl.[Cd].[N]1C=NN=C1,32,4.0
1828,3.336241,Cl[Cd].Cl[Cd]1(Cl)N2[N]N=C([N]2)c2ccc(-c3n1nnn3)cc2.[Cd],56,4.0
1829,4.11931,Cl[Cd].Cl[Cd](Cl)Cl.Cl[Cd]Cl.n1ncn(c1)n1cnnc1,45,4.0
1830,0.856825,Cl[Cd].Cl[Cd](Cl)Cl.Cl[Cd]Cl.[Cu].[O-]C(=O)c1cnccn1,51,6.0
1831,3.205473,Cl[Cd].c1ccc(nc1)C1=NN=N[N]1,28,4.0
1832,1.859134,Cl[Cd].[S]C#N,13,5.0
1833,2.898341,Cl[Cd].[S]C#N,13,5.0
1834,2.496736,Cl[Cd].[S]C#N,13,5.0
1835,3.926483,Cl[Cd].[O]S(c1ccc(cc1)n1cnnc1)([O])[O],38,6.0
1836,3.287274,Cl[Cd].[O-]C(=O)CSc1ccncc1,26,6.0
1837,2.781357,Cl[Cd].[O-]C(=O)COc1ccc(cc1)OCC(=O)[O-].c1ncn(c1)c1ccc(cc1)Oc1ccc(cc1)n1cncc1,77,5.0
1838,0.029604,Cl[Cd].[O-]C(=O)Cn1cnnc1,24,5.0
1839,2.345744,Cl[Cd].[O-]C(=O)CN,18,5.0
1840,3.784402,Cl[Cd].[O-]C(=O)Cc1ccc(cc1)CC(=O)[O-].c1ccc(c(c1)Cn1cncc1)Cn1cncc1,66,5.0
1841,1.626538,Cl[Cd].[O-]C(=O)c1ccccc1[N][N]c1ccccc1C(=O)[O-].c1ccc(cn1)COc1ccccc1OCc1cccnc1,78,5.0
1842,3.368019,Cl[Cd].[O-]C(=O)c1cccc(c1)n1cnnc1,33,5.0
1843,2.867446,Cl[Cd].[O-]C(=O)c1ccc(cc1)n1cnc2c1cccc2,39,5.0
1844,3.221224,Cl[Cd].[O-]C(=O)c1ccc(cc1)n1cnc2c1cccc2,39,5.0
1845,2.435232,Cl[Cd].[O-]C(=O)c1ccc(cc1)n1cnc(n1)c1nccnc1,43,5.0
1846,3.04779,Cl[Cd].[O-]C(=O)c1ccc(cc1)n1c(C)nnc1c1cccnc1,44,5.0
1847,2.214055,Cl[Cd].[O-]C(=O)c1ccc(cc1)c1cc2cc(c1)C(=O)O[Cd]OC2=O,52,4.0
1848,3.119914,Cl[Cd].[O-]C(=O)c1cc(F)cnc1,27,6.0
1849,3.064338,Cl[Cd].[O-]C(=O)c1cc(Cl)cnc1,28,5.0
1850,3.007359,Cl[Cd].[O-]C(=O)c1cc(cc(c1)C(=O)O)C(=O)O,40,4.0
1851,2.04488,Cl[Cd].[CH]1N[N]C(=N1)c1cnccn1,30,4.0
1852,3.255761,Cl[Cd].[Cd].[O-]C(=O)CCC1=Nc2c([N]1)cccc2.[O-]C(=O)CCc1nc2c([nH]1)cccc2,71,5.0
1853,2.495468,Cl[Cd].[Cd].[O-]C(=O)c1ccc(cc1)C(=O)[O-].c1ncn(c1)c1ccc(cc1)N(c1ccc(cc1)n1cncc1)c1ccc(cc1)n1cncc1,97,5.0
1854,1.621935,Cl[Cd].[Cd].[O-]C(=O)c1cc(ccc1C(=O)[O-])C(=O)[O-],49,4.0
1855,4.101054,Cl[Cd](Cl)(Cl)Cl.[Cd].[nH]1cnnc1,32,4.0
1856,1.043994,Cl[C]1C(=O)C(=O)[C](C(=O)C1=O)Cl.[Er],37,4.0
1857,0.245787,Cl[C]1C(=O)C(=O)[C](C(=O)C1=O)Cl.[Cu],37,4.0
1858,0.560656,Cl[C]1C(=O)C(=O)[C](C(=O)C1=O)Cl.[Cu],37,4.0
1859,1.480993,Cl[C]1C(=O)C(=O)[C](C(=O)C1=O)Cl.[Cd],37,4.0
1860,3.168308,Cl[Au][Au]Cl.c1ccc(cc1)P(c1ccccc1)C#CP(c1ccccc1)c1ccccc1,56,4.0
1861,5.327613,Cl[Al](Cl)Cl.O1CCOCC1,21,4.0
1862,1.68176,Cl[Ag][Ag]Cl.n1ccc(cc1)C=Cc1ccncc1,34,4.0
1863,3.437052,Cl[Ag].S=C1NCCN1,16,5.0
1864,2.024786,Cl[Ag].S=c1cccc[nH]1,20,5.0
1865,1.509706,Cl[Ag].n1ccc(cc1)c1ccncc1,25,4.0
1866,2.169461,Cl[Ag].[Ag][Ag].[N]1N=CSC1=S,28,5.0
1867,0.868026,CCS(=O)CCCS(=O)CC.[Cu],22,4.0
1868,3.222721,CCP(=O)(c1ccccc1)CP(=O)([O])[O].[Zn],36,4.0
1869,2.625478,CCOP(=O)(OCC)OCc1ccncc1.[Ag].[O]N(=O)=O,39,5.0
1870,3.901205,CCOP(=O)(Cc1cccnc1)OCC.Cl[Zn]Cl,31,6.0
1871,2.70759,CCOP(=O)(Cc1c(C)c(C)c(c(c1C)C)CP(=O)(OCC)OCC)OCC.[Sm],53,4.0
1872,3.321016,CCOP(=O)(c1ccncc1)[O].[Cd],26,5.0
1873,2.743827,CCOP(=O)(c1ccnc(c1)c1nccc(c1)P(=O)(OCC)OCC)OCC.Cl[Hg]Cl,55,6.0
1874,0.652269,CCOP(=O)(c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)P(=O)(O)[O])c1ccc(cc1)P(=O)(OCC)[O])[O].CCOP(=O)(c1ccc(cc1)c1cc(cc(c1)c1ccc(cc1)P(=O)([O])O)c1ccc(cc1)P(=O)(OCC)[O])[O].[Cu],164,4.0
1875,1.440453,CCOc1cc(ccc1C(=O)[O-])c1ccc(c(c1)OCC)C(=O)[O-].[Zn].n1ccc(cc1)c1ccncc1,70,4.0
1876,1.51013,CCOC(=O)CCC(=O)OCC.[O][V](Cl)Cl,31,4.0
1877,0.134424,CCOC(=O)C=CC(=O)OCC.Cl[Mo](Cl)(Cl)Cl,36,4.0
1878,2.219364,CCOC(=O)C(=C[CH]C(=O)C(F)(F)F)C(=O)OCC.CCOC(=O)[C](C(=O)OCC)C=CC(=O)C(F)(F)F.[Na],81,4.0
1879,0.883292,CCOC(=O)[C](C(=O)C(C(F)F)(F)F)C=Nc1ccccc1C(=O)[O-].[Cu],55,5.0
1880,1.078346,CCO[P](OCC)([S])[S].[Cu].n1ccc(cc1)c1ccncc1,43,6.0
1881,2.64617,CCN1CCN(CC1)CC.I[Cu][Cu]I,25,4.0
1882,2.848594,CCn1c2ccc(cc2c2c1ccc(c2)n1cncc1)n1cncc1.[Zn],44,3.0
1883,2.700909,CCn1c2ccc(cc2c2c1ccc(c2)n1cncc1)n1cncc1.[O-]C(=O)CCC(=O)[O-].[Zn],65,4.0
1884,2.577165,CCN1C(=S)[N]N=C1c1ccccn1.[Hg],29,4.0
1885,3.263956,CCN1C(=O)[CH]C(=O)N(C1=S)CC.[Na],32,5.0
1886,3.176564,CCN1C(=O)[CH]C(=O)N(C1=S)CC.[Li],32,5.0
1887,3.094081,CCN1C(=O)[CH]C(=O)N(C1=S)CC.[K],31,5.0
1888,2.149507,CCN(C(=S)[S])Cc1ccncc1.[Cd],27,4.0
1889,2.417388,CCN(C(=S)[S])CC.[Hg],20,4.0
1890,2.61022,CCN(C(=S)[S])CC.[Cd]I,21,5.0
1891,2.113105,CCN(C(=S)[S])CC.[Ag].[Ag][Ag],29,4.0
1892,2.904308,CCN(C(=O)c1cccnc1)CC.[Cd].[S]C#N,32,5.0
1893,3.772112,CCN(C(=O)[S])CC.[Cd],20,5.0
1894,0.772182,CCCS(=O)CCS(=O)CCC.[Cu],23,4.0
1895,3.03315,CCCn1cnc2c1[N]C=N[C]2N.[Ag],27,3.0
1896,2.076769,CCCn1cnc2c1[N]C=N[C]2Cl.[Ag],28,4.0
1897,2.872109,CCCn1cnc2c1[N]C(=N[CH]2)N.Cl[Zn]Cl,34,4.0
1898,0.171646,CCCN1CCN(C1=S)C1=NCCN1CCC.I[Cu]([Cu](I)I)I.[Cu],47,5.0
1899,1.977813,CCCCS(=O)CCCCS(=O)CCCC.[O][U][O],32,4.0
1900,3.73058,CCCCP(=O)(OOP(=O)(CCCC)[O])[O].[Ca],35,4.0
1901,0.95065,CCCCP(=O)(CCCC)[O].[Cu],23,4.0
1902,0.469438,CCCCOc1cc(c2ccncc2)c(cc1c1ccncc1)OCCCC.[Co].[O-]C(=O)c1ccc(cc1)CN(Cc1ccc(cc1)C(=O)[O-])Cc1ccc(cc1)C(=O)[O-],107,4.0
1903,0.881117,CCCCCOc1cc(c(cc1c1cc(nc(c1)c1ccncc1)c1ccncc1)OCCCCC)c1cc(nc(c1)c1ccncc1)c1ccncc1.[Co],85,4.0
1904,1.479113,CCCCCCOc1cc(C=Cc2ccncc2)c(cc1C=Cc1ccncc1)OCCCCCC.[O-]C(=O)c1ccc(cc1)S(=O)(=O)c1ccc(cc1)C(=O)[O-].[Zn][Zn],105,5.0
1905,0.263891,CCCCCCCCOc1cc(c(cc1c1cc(nc(c1)c1cccnc1)c1cccnc1)OCCCCCCCC)c1cc(nc(c1)c1cccnc1)c1cccnc1.[Co],91,4.0
1906,2.255968,CCCCCCCCCCCCCCCCCCCC(=O)[O-].[Ag][Ag],37,3.0
1907,5.066807,CCCCCCCC(=O)[O-].[Zn],21,3.0
1908,3.770902,CCCCc1nnn(c1)Cc1ccncc1.Cl[Zn]Cl,31,4.0
1909,3.699278,CCCCc1nnn(c1)Cc1ccncc1.Cl[Zn]Cl,31,4.0
1910,4.963417,CCCCC(=O)[O-].[Li],18,3.0
1911,4.99031,CCCCC(=O)[O-].[Li],18,3.0
1912,3.018568,CCCc1nccn1Cn1nnc2c1cccc2.Cl[Cd]Cl,33,4.0
1913,2.792196,CCCc1nccn1Cn1nnc2c1cccc2.[Cd].[S]C#N,36,4.0
1914,2.44301,CCCc1nccn1Cn1nnc2c1cccc2.[Cd].[N][N][N],39,3.0
1915,3.199233,CCCC1=NN=C[N]1.[Ag].[Ag][Ag],28,3.0
1916,2.04649,CCCC1=NN=C([N]1)CCC.I[Cu]12[Cu]3([Cu]1([Cu]23I)I)I.[Cu],55,4.0
1917,2.640645,CCCC1(CCC)c2cc(ccc2-c2c1cc(cc2)C(=O)[O-])C(=O)[O-].[Zn],55,3.0
1918,2.369149,CCCC1(CCC)c2cc(ccc2-c2c1cc(cc2)C(=O)[O-])C(=O)[O-].[Zn],55,3.0
1919,3.951135,CCc1nnc(n1N)CC.Cl[Cd]Cl.[Cd].[S]C#N,35,5.0
1920,1.673197,CCc1nccnc1CC.[Ag],17,3.0
1921,1.998621,CCc1nccn1CCCCCn1ccnc1CC.[O]N(N(c1cc(cc(c1)C(=O)[O-])C(=O)[O-])[O])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn][Zn],105,4.0
1922,1.821092,CCc1nccn1Cc1ccc(cc1)Cn1ccnc1CC.[Cd][Cd].[O-]C(=O)c1cc([N][N]c2cc(cc(c2)C(=O)[O-])C(=O)[O-])cc(c1)C(=O)[O-],106,4.0
1923,3.351184,CCc1nccn1c1ccc(cc1)C(=O)[O-].[Zn],33,4.0
1924,2.459132,CCc1nc2c(n1CCCCn1c(CC)nc3c1cccc3)cccc2.Cl[Zn].[O-]C(=O)c1cccc(c1)NCc1ccc(cc1)CNc1cccc(c1)C(=O)[O-],98,5.0
1925,0.783309,CCc1nc2c(n1CCCCn1c(CC)nc3c1cccc3)cccc2.Cl[Co].[O-]C(=O)c1cccc(c1)NCc1ccc(cc1)CNc1cccc(c1)C(=O)[O-],98,5.0
1926,3.309977,CCc1nc2c(n1CCCCn1c(CC)nc3c1cccc3)cccc2.[O-]C(=O)CCCCC(=O)[O-].[Zn][Zn],70,4.0
1927,2.806134,CCc1nc2c(n1CCCCn1c(CC)nc3c1cccc3)cccc2.[Ag],43,3.0
1928,3.519623,CCc1nc2c(n1Cc1ccc(cc1)Cn1c(CC)nc3c1cccc3)cccc2.[Zn][Zn],55,3.0
1929,3.333872,CCc1nc2c(n1Cc1ccc(cc1)Cn1c(CC)nc3c1cccc3)cccc2.[Zn],51,3.0
1930,0.998332,CCc1cnccn1.I[Cu]([Cu][Cu][Cu](I)I)I,35,4.0
1931,1.105993,CCc1cnccn1.Cl[Cu][Cu]Cl,23,4.0
1932,1.013084,CCc1cnccn1.Cl[Cu][Cu](Cl)Cl.[Cu],32,4.0
1933,1.074659,CCc1cnccn1.Cl[Cu],17,4.0
1934,1.3442,CCc1cnccn1.[Rh][Rh],19,3.0
1935,1.16378,CCc1cnccn1.[Cu][Cu](I)I,23,4.0
1936,0.95681,CCc1cnccn1.[Cu][Cu](I)I,23,4.0
1937,2.943906,CCC1=NN=N[N]1.[O-]C(=O)c1ccncc1.[Zn],36,4.0
1938,3.177557,CCC1=NN=C[N]1.[Ag].[Ag][Ag],27,3.0
1939,3.505361,CCC1=NN=C[N]1.[Ag],18,3.0
1940,2.568528,CCC1=NN=C([N]1)CC.[Cu],22,3.0
1941,2.060085,CCC1=NN=C([N]1)CC.[Cu],22,3.0
1942,2.477551,CCC1=NN=C([N]1)CC.[Cu],22,3.0
1943,2.600636,CCC1=NN=C([N]1)CC.[Cu],22,3.0
1944,4.445193,CCC1=NC=C[N]1.CCC1=N[CH]C=N1.[Zn],33,3.0
1945,4.587663,CCC1=NC=C[N]1.[Zn],18,3.0
1946,3.937626,CCC1=NC=C[N]1.[Cd],18,3.0
1947,3.425345,CCc1[nH]c2c(n1)cc(cc2)C(=O)[O-].[Zn],36,4.0
1948,1.116649,CCc1[nH]c2c(n1)cc(cc2)C(=O)[O-].[Co],36,4.0
1949,4.024488,CCc1[nH]c(c(n1)S([O])([O])[O])C.[Ag],36,5.0
1950,1.166674,CCC(Oc1ccc(cc1)C1=C2C=CC(=C(C#Cc3ccncc3)C3=NC(=C(C4=CC=C(C(=C5N=C1C=C5)C#Cc1ccncc1)[N]4)c1ccc(cc1)OC(CC)C)C=C3)[N]2)C.[Zn],122,4.0
1951,2.967434,CCC(n1cnnc1)c1ccccc1.[Mo].[O],29,4.0
1952,4.485891,CCC(N1CCCC1=O)C(=O)N.Cl[Zn]Cl,29,5.0
1953,0.549347,CCC(CC(=O)[O-])(CC(=O)[O-])C.[Cu][Cu].n1ccc(cc1)c1ccncc1,56,4.0
1954,2.561276,CCC(C(C(=O)[O-])NCc1ccncc1)C.[Zn],33,4.0
1955,3.232187,CCC(=O)Nc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],43,4.0
1956,1.642315,CCC(=O)NC1=NN=N[N]1.[Mn],24,4.0
1957,4.274353,CCC(=O)NC1=NN=N[N]1.[Cd],24,4.0
1958,1.873537,Cc1sc(cc1C1=C(c2cc(sc2C)c2ccncc2)C(C(C1(F)F)(F)F)(F)F)c1ccncc1.[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][Zn],100,6.0
1959,2.16644,Cc1sc(cc1C1=C(c2cc(sc2C)c2ccncc2)C(C(C1(F)F)(F)F)(F)F)c1ccncc1.[O-]C(=O)c1ccc(cc1)C(=O)[O-].[Zn][Zn],100,6.0
1960,3.780017,Cc1onc(c1)NS([O])([O])[O].O.[Na],32,5.0
1961,0.519737,Cc1nncs1.Cl[Cu]Cl,17,5.0
1962,2.473546,Cc1nnc(s1)SCCSc1nnc(s1)C.[Ag].[Ag][Ag],38,4.0
1963,2.829697,Cc1nnc(s1)SCc1ccccc1CSc1nnc(s1)C.[Ag],37,4.0
1964,2.544229,Cc1nnc(o1)c1cccnc1.[Cd].[S]C#N,30,5.0
1965,4.353321,Cc1nnc([nH]1)C.Cl[Cd].Cl[Cd](Cl)(Cl)Cl.Cl[Cd]Cl,47,4.0
1966,2.832769,Cc1ncn(c1)c1ccc(cc1)c1ccc(cc1)n1cnc(c1)C.[Cd].[O-]C(=O)c1cccc(c1)C(=O)[O-],74,4.0
1967,1.068866,Cc1nccnc1C.I[Cu][Cu]I,21,4.0
1968,1.153742,Cc1nccnc1C.I[Cu][Cu]([Cu]([Cu]I)I)I,35,4.0
1969,0.641353,Cc1nccnc1C.Cl[Cu]Cl,19,4.0
1970,1.161392,Cc1nccnc1C.Cl[Cu][Cu](Cl)Cl.[Cu],32,4.0
1971,1.241435,Cc1nccnc1C.Cl[Cu],17,4.0
1972,1.110487,Cc1nccnc1C.Cl[Cu],17,4.0
1973,1.394698,Cc1nccnc1C.[Rh][Rh],19,3.0
1974,0.46034,Cc1nccnc1C.[Cu][Cu],19,3.0
1975,0.508574,Cc1nccnc1C.[Cu].[N][N][N],25,3.0
1976,1.819941,Cc1nccnc1C.[Ag]1[Ag][Ag][Ag]1.[O-]C(=O)c1ccccc1C(=O)[O-],56,4.0
1977,1.210272,Cc1nccnc1C.[Ag][Ag].[O-]C(=O)c1cccc(c1C(=O)[O-])N(=O)=O,55,4.0
1978,1.610395,Cc1nccnc1C.[Ag],15,3.0
1979,2.532271,Cc1nccn1CCCn1ccnc1C.I[Ag][Ag]([Ag]([Ag]I)I)I,44,4.0
1980,0.451643,Cc1nccn1CCCn1ccnc1C.[Co][Co].[O-]C(=O)c1ccc(cc1)C(=O)[O-],57,4.0
1981,0.319232,Cc1nccn1CCCn1ccnc1C.[Co].[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-],63,4.0
1982,3.177704,Cc1nccn1CCCn1ccnc1C.[Cd].[O-]C(=O)c1ccc(cc1)C(=O)[O-],53,4.0
1983,2.893751,Cc1nccn1CCCCn1ccnc1C.Oc1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],57,4.0
1984,2.535635,Cc1nccn1CCCCn1ccnc1C.O=C(c1ccccc1C(=O)[O-])c1ccc(cc1)C(=O)[O-].[Zn][Zn],71,4.0
1985,2.527781,Cc1nccn1CCCCn1ccnc1C.I[Cu]1[Cu][Cu]1(I)I,40,4.0
1986,2.818829,Cc1nccn1CCCCn1ccnc1C.I[Ag][Ag]I,31,4.0
1987,2.960736,Cc1nccn1CCCCn1ccnc1C.[O-]C(=O)c1cnccc1C(=O)[O-].[Zn],52,4.0
1988,3.230658,Cc1nccn1CCCCn1ccnc1C.[O-]C(=O)c1cccnc1c1ncccc1C(=O)[O-].[Zn],60,4.0
1989,2.989389,Cc1nccn1CCCCn1ccnc1C.[O-]C(=O)c1ccc(cc1)c1ccc(cc1)C(=O)[O-].[Zn],64,4.0
1990,1.450842,Cc1nccn1CCCCn1ccnc1C.[O-]C(=O)c1ccc(cc1)[N][N]c1ccc(cc1)C(=O)[O-].[Zn],70,4.0
1991,1.173664,Cc1nccn1CCCCn1ccnc1C.[Ni].[O-]C(=O)c1c(F)c(F)c(c(c1F)F)C(=O)[O-],64,5.0
1992,1.036399,Cc1nccn1CCCCn1ccnc1C.[Mn][Mn].[O-]C(=O)c1ccc(cc1)Oc1ccccc1C(=O)[O-],67,4.0
1993,0.934842,Cc1nccn1CCCCn1ccnc1C.[Cu].[O-]C(=O)c1c(F)c(F)c(c(c1F)F)C(=O)[O-],64,5.0
1994,0.928221,Cc1nccn1CCCCn1ccnc1C.[Co][Co].[O-]C(=O)Cc1ccc(cc1)CC(=O)[O-],60,4.0
1995,0.499015,Cc1nccn1CCCCn1ccnc1C.[Co][Co].[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-],69,4.0
1996,1.097182,Cc1nccn1CCCCn1ccnc1C.[Co].[O-]C(=O)c1ccc(cc1)OCCCOc1ccc(cc1)C(=O)[O-],69,4.0
1997,3.910185,Cc1nccn1CCCCn1ccnc1C.[Cd].[O-]C(=O)Cc1ccc(cc1)CC(=O)[O-],56,4.0
1998,3.187554,Cc1nccn1CCCCn1ccnc1C.[Cd].[O-]C(=O)c1ccccc1C(=O)[O-],52,4.0
1999,3.438597,Cc1nccn1CCCCn1ccnc1C.[Cd].[O-]C(=O)c1ccc(cc1)Oc1ccc(cc1)C(=O)[O-],65,4.0
2000,2.419392,Cc1nccn1CCCCn1ccnc1C.[Cd].[O-]C(=O)c1ccc(cc1)C=Cc1ccc(cc1)C(=O)[O-],67,4.0
2001,3.040721,Cc1nccn1CCCCn1ccnc1C.[Cd].[O-]C(=O)c1c(F)c(F)c(c(c1F)F)C(=O)[O-],64,5.0
2002,1.9358,Cc1nccn1CCCCCn1ccnc1C.[O]N(N(c1cc(cc(c1)C(=O)[O-])C(=O)[O-])[O])c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],99,4.0
2003,3.341023,Cc1nccn1CCCCCCn1ccnc1C.[Cd].[O-]C(=O)c1cccc(c1)C(=O)[O-],56,4.0
2004,0.633396,Cc1nccn1Cc1ccc(cc1)Cn1ccnc1C.Cl[Cu]Cl,37,4.0
2005,3.434535,Cc1nccn1Cc1ccc(cc1)Cn1ccnc1C.[O-]C(=O)Cc1ccc(cc1)CC(=O)[O-].[Zn],64,4.0
2006,2.756922,Cc1nccn1Cc1ccc(cc1)Cn1ccnc1C.[O-]C(=O)c1cccc(n1)C(=O)[O-].[Zn],62,4.0
2007,2.815575,Cc1nccn1Cc1ccc(cc1)Cn1ccnc1C.[O-]C(=O)c1ccc(s1)C(=O)[O-].[Zn][Zn],65,5.0
2008,2.813825,Cc1nccn1Cc1ccc(cc1)Cn1ccnc1C.[O-]C(=O)c1ccc(s1)C(=O)[O-].[Zn][Zn],65,5.0
2009,1.209064,Cc1nccn1Cc1ccc(cc1)Cn1ccnc1C.[Co].[O-]C(=O)CCCC(=O)[O-],55,4.0
2010,2.821264,Cc1nccn1Cc1ccc(cc1)Cn1ccnc1C.[Cd][Cd].[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-],74,4.0
2011,2.754616,Cc1nccn1Cc1ccc(cc1)c1ccc(cc1)Cn1ccnc1C.[Cd][Cd].[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-],82,4.0
2012,3.059267,Cc1nccn1c1ccc(cc1)n1ccnc1C.[O-]C(=O)c1cnccc1C(=O)[O-].[Zn],58,4.0
2013,3.413472,Cc1nccn1c1ccc(cc1)n1ccnc1C.[O-]C(=O)c1ccccc1C(=O)[O-].[Zn],58,4.0
2014,2.41075,Cc1nccn1c1ccc(cc1)n1ccnc1C.[O-]C(=O)c1ccc(cc1)C=Cc1ccc(cc1)C(=O)[O-].[Zn],73,4.0
2015,3.400113,Cc1nccn1c1ccc(cc1)n1ccnc1C.[Cd].[O-]C(=O)C1CCC(CC1)C(=O)[O-],60,4.0
2016,0.550363,Cc1nccc(n1)c1ccnc(n1)C.I[Cu][Cu]I,33,4.0
2017,0.830876,Cc1nccc(n1)c1ccnc(n1)C.[Cu],27,3.0
2018,1.567964,Cc1nccc(n1)c1ccnc(n1)C.[Ag],27,3.0
2019,2.75479,Cc1nccc(c1)c1ccnc(c1)C.[Zn],27,3.0
2020,2.24598,Cc1nccc(c1)c1ccnc(c1)C.[Cd],27,3.0
2021,0.728808,Cc1ncc(nc1)C.N#C[C](c1ccc(cc1)[C](C#N)C#N)C#N.[Cu],50,3.0
2022,1.963282,Cc1ncc(nc1)C.I[Zn]I,19,4.0
2023,2.687184,Cc1ncc(nc1)C.Cl[Zn]Cl,21,4.0
2024,0.658255,Cc1ncc(nc1)C.Cl[Cu]Cl.[Cu],26,4.0
2025,0.773208,Cc1ncc(nc1)C.Cl[Cu]Cl,21,4.0
2026,2.261136,Cc1ncc(nc1)C.[O-]C(=O)c1ccccc1.[Zn][Zn],39,4.0
2027,1.83746,Cc1ncc(nc1)C.[N][N][N].[Zn],27,3.0
2028,1.089817,Cc1ncc(nc1)C.[Cu]Br,19,4.0
2029,0.573037,Cc1ncc(nc1)C.[Cu][Cu].[O-]C(=O)c1ccccc1,39,4.0
2030,0.645109,Cc1ncc(nc1)C.[Cu][Cu],21,3.0
2031,1.125267,Cc1ncc(nc1)C.[Cu].[S]C#N,24,4.0
2032,0.468676,Cc1ncc(nc1)C.[Cu].[N][N][N],27,3.0
2033,2.464836,Cc1ncc(nc1)C.[Cd].[S]C#N,24,4.0
2034,1.806843,Cc1ncc(nc1)C.[Ag]1[Ag]2[Ag]1[Ag]2.[O-]C(=O)c1ccc(c2c1cccc2)C(=O)[O-],68,4.0
2035,1.720377,Cc1ncc(nc1)C.[Ag][Ag].[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-],70,4.0
2036,1.704842,Cc1ncc(nc1)C.[Ag].[Ag][Ag].[O-]C(=O)c1cc(ccc1O)S([O])([O])[O],61,5.0
2037,1.684541,Cc1ncc(nc1)C.[Ag],17,3.0
2038,1.47761,Cc1ncc(nc1)C.[Ag],17,3.0
2039,0.893238,Cc1nc2ccccc2nc1C.[Cu][Cu](Br)Br,31,4.0
2040,3.353674,Cc1nc2c(n1CCCn1c(C)nc3c1cccc3)cccc2.[O-]C(=O)c1ccccc1C(=O)[O-].[Zn],67,4.0
2041,2.822798,Cc1nc2c(n1CCCn1c(C)nc3c1cccc3)cccc2.[O-]C(=O)c1cc(cc(c1)C(=O)[O-])C(=O)[O-].[Zn],80,4.0
2042,1.145834,Cc1nc2c(n1CCCn1c(C)nc3c1cccc3)cccc2.[Co].[O-]C(=O)c1ccccc1C(=O)[O-],67,4.0
2043,1.104192,Cc1nc2c(n1CCCn1c(C)nc3c1cccc3)cccc2.[Co].[O-]C(=O)c1c(Br)c(Br)c(c(c1Br)Br)C(=O)[O-],83,5.0
2044,2.91518,Cc1nc2c(n1CCCn1c(C)nc3c1cccc3)cccc2.[Cd].[O-]C(=O)c1cc(C(=O)[O-])c(cc1C(=O)[O-])C(=O)[O-],89,4.0
2045,3.419401,Cc1nc2c(n1CCCCn1c(C)nc3c1cccc3)cccc2.[Zn],41,3.0
2046,3.180762,Cc1nc2c(n1CCCCn1c(C)nc3c1cccc3)cccc2.[O-]C(=O)c1cc(cc(c1)C(C)(C)C)C(=O)[O-].[Zn],80,4.0
2047,0.825254,Cc1nc2c(n1CCCCn1c(C)nc3c1cccc3)cccc2.[Mn][Mn].[O-]C(=O)c1ccc2c(c1)ccc(c2)C(=O)[O-],82,4.0
2048,3.044633,Cc1nc2c(n1CCCCn1c(C)nc3c1cccc3)cccc2.[Cd].[O-]C(=O)c1cc(Cl)c(cc1Cl)C(=O)[O-],76,5.0
2049,3.506402,Cc1nc2c(n1CCCCn1c(C)nc3c1cccc3)cccc2.[Cd],41,3.0
2050,2.930701,Cc1nc2c(n1CCCCn1c(C)nc3c1cccc3)cccc2.[Ag].[O-]C(=O)c1ccc(cc1)C(=O)[O-],70,4.0
2051,2.157363,Cc1nc2c(n1CCCCn1c(C)nc3c1cccc3)cccc2.[Ag].[O-]C(=O)C(=O)[O-],60,4.0
2052,2.853465,Cc1nc2c(n1CCCCn1c(C)nc3c1cccc3)cccc2.[Ag],41,3.0
2053,3.598629,Cc1nc2c(n1CCCCCCn1c(C)nc3c1cccc3)cccc2.[Cd].[O-]C(=O)Cc1cccc(c1)CC(=O)[O-],74,4.0
